name,description,homepage_url,project,repo_url,logo,twitter,crunchbase,chat_channel,accepted,dev_stats_url,artwork_url,stack_overflow_url,blog_url,mailing_list_url,slack_url,gitter_url,youtube_url
BFE,Open-source layer 7 load balancer derived from proprietary Baidu FrontEnd,https://www.bfe-networks.net,sandbox,https://github.com/bfenetworks/bfe,bfe.svg,https://twitter.com/BfeNetworks,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://bfe.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#bfe-logos,,,,,,
Brigade,Event-driven scripting for Kubernetes,https://brigade.sh/,sandbox,https://github.com/brigadecore/brigade,brigade.svg,https://twitter.com/brigadecore,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-03-18,https://brigade.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#brigade-logos,,,,https://kubernetes.slack.com/messages/C87MF1RFD,,
CDK for Kubernetes (CDK8s),CDK8s lets you define Kubernetes apps and components using familiar programming languages and object-oriented APIs.,https://cdk8s.io/,sandbox,https://github.com/cdk8s-team/cdk8s,cdk8s.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-11-10,https://cdk8s.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/cdk8s,,,,,,
cert-manager,Automatically provision and manage TLS certificates in Kubernetes,https://www.jetstack.io/open-source/,sandbox,https://github.com/cert-manager/cert-manager,jetstack-cert-manager.svg,https://twitter.com/JetstackHQ,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-11-10,https://certmanager.devstats.cncf.io/,,,,,,,
Chaosblade,An easy to use and powerful chaos engineering experiment toolkit.（阿里巴巴开源的一款简单易用、功能强大的混沌实验注入工具）,https://chaosblade.io/,sandbox,https://github.com/chaosblade-io/chaosblade,chaosblade.svg,https://twitter.com/ChaosbladeI,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
Cloud Custodian,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",https://cloudcustodian.io/,sandbox,https://github.com/cloud-custodian/cloud-custodian,cloud-custodian.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://cnigenie.devstats.cncf.io/,,,,,,,
Clusterpedia,"Clusterpedia is used for complex resources search across multiple clusters, support simultaneous search of a single kind of resource  or multiple kinds of resources existing in multiple clusters.",https://clusterpedia.io,sandbox,https://github.com/clusterpedia-io/clusterpedia,clusterpedia.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-6-14,https://clusterpedia.devstats.cncf.io/,,,,,https://cloud-native.slack.com/messages/clusterpedia,,
CNI-Genie,"CNI-Genie for choosing pod network of your choice during deployment time. Supported pod networks - Calico, Flannel, Romana, Weave ",https://cnigenie.netlify.app,sandbox,https://github.com/cni-genie/CNI-Genie,cni-genie.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://cnigenie.devstats.cncf.io/,,,,,,,
Confidential Containers,Confidential Containers is an open source community working to enable cloud native  confidential computing by leveraging Trusted Execution Environments to protect  containers and data.,https://github.com/confidential-containers,sandbox,https://github.com/confidential-containers/documentation,confidential-containers.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-03-08,https://confidentialcontainers.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/confidential-containers,,,,,,
Curiefense,"Curiefense is a unified, open source platform protecting cloud native applications.",https://www.curiefense.io/,sandbox,https://github.com/curiefense/curiefense,curiefense.svg,https://twitter.com/curiefense,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-01-26,https://curiefense.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/curiefense,,https://www.curiefense.io/blog,,,,
Devfile,Kube-native API for cloud development workspaces specification,https://devfile.io,sandbox,https://github.com/devfile/api,devfile.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
DevStream,DevStream: the open-source DevOps toolchain manager (DTM).,https://www.devstream.io/,sandbox,https://github.com/devstream-io/devstream,devstream.svg,https://twitter.com/mericodev,https://www.crunchbase.com/organization/merico,,,https://devstream.devstats.cncf.io/,,,https://blog.devstream.io/,,https://cloud-native.slack.com/messages/devstream,,
Dex,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors,https://dexidp.io/,sandbox,https://github.com/dexidp/dex,dex.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://dex.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#dex-logos,,,,,,
Distribution,"The toolkit to pack, ship, store, and deliver container content",https://github.com/distribution/distribution,sandbox,https://github.com/distribution/distribution,distribution.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
Fluid,Fluid is an orchestration platform for elastic data abstraction and acceleration in cloud native environment.,http://pasa-bigdata.nju.edu.cn/fluid/index.html,sandbox,https://github.com/fluid-cloudnative/fluid,fluid.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
Fonio,"Data first monitoring agent using (e)BPF, built on RedBPF",https://ingraind.org/,sandbox,https://github.com/foniod/foniod,fonio.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
Inclavare Containers,"A novel container runtime, aka confidential container, for cloud-native confidential computing and enclave runtime ecosystem.",https://inclavare-containers.io/,sandbox,https://github.com/inclavare-containers/inclavare-containers,inclavare.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-09-14,https://inclavarecontainers.devstats.cncf.io/,,,,,,,
k3s,Lightweight Kubernetes,https://k3s.io,sandbox,https://github.com/k3s-io/k3s,k3s.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-08-19,https://k3s.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#k3slogos,,,,,,
k8gb,A cloud native Kubernetes Global Balancer,https://www.k8gb.io,sandbox,https://github.com/k8gb-io/k8gb,k8gb.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,https://k8gb.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#k8gb-logos,,,,https://cloud-native.slack.com/messages/k8gb,,
K8up,Kubernetes and OpenShift Backup Operator,https://www.k8up.io/,sandbox,https://github.com/k8up-io/k8up,k8up.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-11-16,https://k8up.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#k8up-logos,,,,,,
Karmada,"Open, Multi-Cloud, Multi-Cluster Kubernetes Orchestration",https://karmada.io/,sandbox,https://github.com/karmada-io/karmada,karmada.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-09-14,https://karmada.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#karmada-logos,,,https://groups.google.com/forum/#!forum/karmada,https://karmada-io.slack.com/,,
Keylime,CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.,https://keylime.dev/,sandbox,,keylime.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-09-22,https://keylime.devstats.cncf.io/,,,,,,,
Krator,Kubernetes Rust State Machine Operator,https://docs.rs/crate/krator/latest,sandbox,https://github.com/krator-rs/krator,krator.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-07-13,https://krator.devstats.cncf.io/,,,,,https://kubernetes.slack.com/messages/krator,,
krustlet,Kubernetes Rust Kubelet,https://krustlet.dev/,,https://github.com/krustlet/krustlet,krustlet.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
Kube-OVN,A Bridge between SDN and Cloud Native (Project under CNCF),https://kubeovn.github.io/docs/en/,sandbox,https://github.com/kubeovn/kube-ovn,kube-ovn.svg,https://twitter.com/KubeOvn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-01-26,,,,,,https://kube-ovn-slackin.herokuapp.com/,,
kube-rs,kube-rs is the core Rust ecosystem for building applications against Kubernetes,https://kube.rs,sandbox,https://github.com/kube-rs/kube-rs,kube-rs.svg,https://twitter.com/kube_rs,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-11-16,https://kubers.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kube-rs-logos,,https://kube.rs/blog,,,,
KubeArmor,"Runtime protection for Kubernetes & other cloud Workloads. Kubearmor provides a observability and policy enforcement system to restrict any unwanted, malicious behaviour of cloud-native workloads at runtime.",https://kubearmor.io/,sandbox,https://github.com/kubearmor/kubearmor,kubearmor.svg,,https://www.crunchbase.com/organization/accuknox,,2021-11-15,https://kubearmor.devstats.cncf.io/,,,https://blog.accuknox.com/tag/kubearmor/,,http://kubearmor.slack.com/,,https://www.youtube.com/watch?v=NS8XC78wSME
KubeDL,Run your deep learning workloads on Kubernetes more easily and efficiently.,https://kubedl.io,sandbox,https://github.com/kubedl-io/kubedl,kubedl.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-22,https://kubedl.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kubedl-logos,,,,https://cloud-native.slack.com/archives/C027KH1Q71A,,
Kuberhealthy,A Kubernetes operator for running synthetic checks as pods. Works great with Prometheus!,https://github.com/kuberhealthy/kuberhealthy,sandbox,https://github.com/kuberhealthy/kuberhealthy,kuberhealthy.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
KubeVela,The Modern Application Platform.,https://kubevela.io,sandbox,https://github.com/kubevela/kubevela,kubevela.svg,https://twitter.com/oam_dev,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
KUDO,Kubernetes Universal Declarative Operator (KUDO),https://kudo.dev/,sandbox,https://github.com/kudobuilder/kudo,kudo.svg,https://twitter.com/kudobuilder,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://kudo.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kudo,,,,,,
Kuma,"🐻 The multi-zone service mesh for containers, Kubernetes and VMs. Built with Envoy. CNCF Sandbox Project.",https://kuma.io,sandbox,https://github.com/kumahq/kuma,kuma-stacked-color.svg,https://twitter.com/KumaMesh,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://kuma.devstats.cncf.io/,,,,,,,
Meshery,"Meshery, the cloud native management plane",https://meshery.io,sandbox,https://github.com/meshery/meshery,meshery.svg,https://twitter.com/mesheryio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,https://meshery.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#meshery-logos,,https://meshery.io/blog/,https://groups.google.com/a/meshery.dev/g/community,https://cloud-native.slack.com/messages/meshery,,https://www.youtube.com/playlist?list=PL3A-A6hPO2INr4oEIorJqC8N0FtxnYj0a
Metal3-io,CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.,https://metal3.io/,sandbox,,metal3.svg,https://twitter.com/metal3_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,https://metal3.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/metal3,,https://metal3.io/blog/index.html,https://groups.google.com/g/metal3-dev,https://kubernetes.slack.com/messages/CHD49TLE7,,https://www.youtube.com/channel/UC_xneeYbo-Dl4g-U78xW15g/videos
Network Service Mesh,The Hybrid/Multi-cloud IP Service Mesh,https://networkservicemesh.io/,sandbox,https://github.com/networkservicemesh/networkservicemesh,network-service-mesh.svg,https://twitter.com/nservicemesh,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-04-11,https://networkservicemesh.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#network-service-mesh-logos,,,https://groups.google.com/forum/#!forum/networkservicemesh,https://cloud-native.slack.com/messages/CHQNNUPN1/details/,,
Nocalhost,Nocalhost is Cloud Native Dev Environment.,https://nocalhost.dev,sandbox,https://github.com/nocalhost/nocalhost,nocalhost.svg,https://twitter.com/Coding_net,https://www.crunchbase.com/organization/coding-2,,2021-11-17,https://nocalhost.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/nocalhost,,https://nocalhost.dev/blog,https://groups.google.com/g/nocalhost,https://cloud-native.slack.com/archives/C02MNCR8R5H,,https://www.youtube.com/channel/UC2QC6HvFG8zOtFRvvMzcAUw
Open Cluster Management,Contains useful documentation on the OCM project. Report here if you found any issues in OCM.,https://open-cluster-management.io/,sandbox,https://github.com/open-cluster-management-io/ocm,open-cluster-management.svg,https://twitter.com/ocm_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-11-09,,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#open-cluster-management-logos,,,https://groups.google.com/g/open-cluster-management,https://kubernetes.slack.com/archives/C01GE7YSUUF,,https://www.youtube.com/channel/UC7xxOh2jBM5Jfwt3fsBzOZw
Open Service Mesh,"Open Service Mesh (OSM) is a lightweight, extensible, cloud native service mesh that allows users to uniformly manage, secure, and get out-of-the-box observability features for highly dynamic microservice environments.",https://openservicemesh.io/,sandbox,https://github.com/openservicemesh/osm,open-service-mesh.svg,https://twitter.com/openservicemesh,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,https://openservicemesh.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#open-service-mesh-logos,,https://openservicemesh.io/blog/,https://groups.google.com/g/openservicemesh,https://cloud-native.slack.com/messages/openservicemesh,,
OpenCost,OpenCost provides visibility into current and historical Kubernetes spend and resource allocation.,https://www.opencost.io/,sandbox,https://github.com/kubecost/opencost,opencost.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
OpenEBS,"Leading Open Source Container Attached Storage, built using Cloud Native Architecture, simplifies running Stateful Applications on Kubernetes.",https://www.openebs.io/,sandbox,https://github.com/openebs/openebs,openebs.svg,https://twitter.com/openebs,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-05-14,https://openebs.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#openebs-logos,,,,https://cloud-native.slack.com/archives/CSL0PJ8GN,,https://www.youtube.com/channel/UC3ywadaAUQ1FI4YsHZ8wa0g
OpenELB,"Load Balancer Implementation for Kubernetes in Bare-Metal, Edge, and Virtualization",https://openelb.github.io,sandbox,https://github.com/openelb/openelb,openelb-io.svg,https://twitter.com/kubesphere,https://www.crunchbase.com/organization/qingcloud,,,,,,,,,,
OpenFeature,Standardizing Feature Flagging for Everyone,https://openfeature.dev/,sandbox,https://github.com/open-feature/community,openfeature.svg,https://twitter.com/openfeature,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-06-14,https://openfeature.devstats.cncf.io/,,,,,,,https://www.youtube.com/channel/UCHMn9HyAMeb81bRlaOuZyuQ
OpenFunction,Cloud Native Function-as-a-Service Platform (CNCF Sandbox Project),https://openfunction.dev,sandbox,https://github.com/OpenFunction/OpenFunction,openfunction.svg,,https://www.crunchbase.com/organization/qingcloud,,,,,,,,,,
OpenGitOps,Repository for top-level information about the OpenGitOps project,https://opengitops.dev/,sandbox,https://github.com/open-gitops/project,opengitops.svg,https://twitter.com/opengitops,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
OpenKruise,Automate application management on Kubernetes (project under CNCF),https://openkruise.io/en-us/,sandbox,https://github.com/openkruise/kruise,OpenKruise.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
OpenYurt,An open platform that extending your native Kubernetes to edge.,https://openyurt.io/,sandbox,https://github.com/openyurtio/openyurt,openyurt.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,https://openyurt.devstats.cncf.io/,,,,,,,
ORAS,ORAS CLI,https://oras.land/,sandbox,https://github.com/oras-project/oras,oras.svg,https://twitter.com/orasproject,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,https://oras.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#oras-logos,,https://oras.land/blog/,,https://cloud-native.slack.com/messages/oras,,
Parsec,Platform AbstRaction for SECurity service,https://parsec.community/,sandbox,https://github.com/parallaxsecond/parsec,parsec.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://parsec.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#parsec-logos,,,,,,
Piraeus Datastore,High Available Datastore for Kubernetes,https://piraeus.io/,sandbox,https://github.com/piraeusdatastore/piraeus,piraeus.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
Pixie,Open source Kubernetes observability for developers,https://px.dev/,sandbox,https://github.com/pixie-io/pixie,pixie.svg,https://twitter.com/pixie_run,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-06-22,,,,https://blog.px.dev/,,https://slackin.px.dev/,,https://www.youtube.com/channel/UCOMCDRvBVNIS0lCyOmst7eg
Porter,"Porter enables you to package your application artifact, client tools, configuration and deployment logic together as an installer that you can distribute, and install with a single command.",https://porter.sh/,sandbox,https://github.com/getporter/porter,porter-sh.svg,https://twitter.com/get_porter,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-09-08,https://porter.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#porter-logos,,https://porter.sh/blog,https://porter.sh/mailing-list,https://porter.sh/community/#slack,,https://www.youtube.com/channel/UCbpSU5xLikfXQ-5meXLrsfA
Pravega,Pravega - Streaming as a new software defined storage primitive,https://cncf.pravega.io,sandbox,https://github.com/pravega/pravega,pravega.svg,https://twitter.com/PravegaIO,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,https://pravega.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#pravega-logos,,https://blog.pravega.io/,,https://pravega-slack-invite.herokuapp.com/,,https://www.youtube.com/channel/UCiEkLCWdnjSpub76ZEZcdqw
SchemaHero,A Kubernetes operator for declarative database schema management (gitops for database schemas),https://schemahero.io,sandbox,https://github.com/schemahero/schemahero,schemahero.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-11-10,https://schemahero.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/schemahero,,,,https://kubernetes.slack.com/messages/schemahero,,
sealer,"A tool to seal application's all dependencies and Kubernetes into ClusterImage, distribute this application anywhere via ClusterImage, and run it within any cluster in one command.",https://sealer.cool,sandbox,https://github.com/alibaba/sealer,sealer_logo.svg,https://twitter.com/sealer_oss,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-04-26,https://sealer.teststats.cncf.io/,,,,,,,
Serverless Workflow,Serverless Workflow Specification,https://serverlessworkflow.github.io,sandbox,https://github.com/serverlessworkflow/specification,sws_logo.svg,https://twitter.com/CNCFWorkflow,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-07-14,https://serverlessworkflow.devstats.cncf.io/,,,,,,,
Service Mesh Interface (SMI),Service Mesh Interface,https://smi-spec.io,sandbox,https://github.com/servicemeshinterface/smi-spec,service-mesh-interface.svg,https://twitter.com/smi_spec,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
Service Mesh Performance,Standardizing Service Mesh Value Measurement,https://smp-spec.io/,sandbox,https://github.com/service-mesh-performance/service-mesh-performance,service-mesh-performance.svg,https://twitter.com/smp_spec,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,https://smp.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#service-mesh-performance-logos,,,https://groups.google.com/a/smp-spec.io/g/community,https://cloud-native.slack.com/messages/service-mesh-performance,,
Skooner,Simple Kubernetes real-time dashboard and management.,https://skooner.io/,sandbox,https://github.com/skooner-k8s/skooner,skooner.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
Strimzi,Apache Kafka® running on Kubernetes,https://strimzi.io/,sandbox,https://github.com/strimzi/strimzi-kafka-operator,strimzi.svg,https://twitter.com/strimziio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-08-28,https://strimzi.teststats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#strimzi-logos,,,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#strimzi-logos,https://cloud-native.slack.com/messages/strimzi,,
Submariner,"Submariner enables direct networking between Pods and Services in different Kubernetes clusters, either on-premises or in the cloud.",https://submariner.io,sandbox,https://github.com/submariner-io/submariner,submariner.svg,https://twitter.com/submarinerio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
SuperEdge,An edge-native container management system for edge computing,https://superedge.io/,sandbox,https://github.com/superedge/superedge,superedge.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-09-14,https://superedge.devstats.cncf.io,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#superedge-logos,,https://superedge.io/blog/,,,,
Telepresence,Local development against a remote Kubernetes or OpenShift cluster,https://www.telepresence.io/,sandbox,https://github.com/telepresenceio/telepresence,telepresence.svg,https://twitter.com/telepresenceio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-05-22,https://telepresence.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#telepresence-logos,,,,,,
Teller,Cloud native secrets management for developers - never leave your command line for secrets.,https://tlr.dev,sandbox,https://github.com/SpectralOps/Teller,teller.svg,https://twitter.com/getspectral,https://www.crunchbase.com/organization/spectral-4f70,,,,,,,,,,
Tinkerbell,A workflow engine for provisioning bare metal.,https://tinkerbell.org/,sandbox,https://github.com/tinkerbell/tink,tinkerbell.svg,https://twitter.com/tinkerbell_oss,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-11-10,https://tinkerbell.devstats.cncf.io/,,,,,,,https://www.youtube.com/channel/UCTzWInTQPvzH21KHS8jrq7A
Tremor,Main Tremor Project Rust Codebase,https://www.tremor.rs/,sandbox,https://github.com/tremor-rs/tremor-runtime,tremor.svg,https://twitter.com/TremorDEBS,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,https://tremor.devstats.cncf.io/,,,,,,,
Trickster,Open Source HTTP Reverse Proxy Cache and Time Series Dashboard Accelerator,https://trickstercache.org,sandbox,https://github.com/trickstercache/trickster,trickster.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-03-30,https://trickster.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/trickster,,,,,,
Vineyard,Vineyard (v6d) is an in-memory immutable data manager.,https://v6d.io,sandbox,https://github.com/v6d-io/v6d,vineyard.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
Virtual Kubelet,Virtual Kubelet is an open source Kubernetes kubelet implementation.,https://virtual-kubelet.io/,sandbox,https://github.com/virtual-kubelet/virtual-kubelet,virtual-kubelet.svg,https://twitter.com/virtualkubelet,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-04-12,https://virtualkubelet.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#virtual-kubelet-logos,,,,,,
wasmCloud,"Project homepage. wasmCloud allows for simple, secure, distributed application development using WebAssembly actors and capability providers.",https://wasmcloud.com,sandbox,https://github.com/wasmCloud/wasmCloud,wasmcloud.svg,https://twitter.com/wasmcloud,https://www.crunchbase.com/organization/wasmcloud,,2021-07-13,,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#wasmcloud-logos,,,,,,
WasmEdge Runtime,"WasmEdge is a lightweight, high-performance, and extensible WebAssembly runtime for cloud native, edge, and decentralized applications. It powers serverless apps, embedded functions, microservices, smart contracts, and IoT devices.",https://wasmedge.org/,sandbox,https://github.com/WasmEdge/WasmEdge,wasmedge.svg,https://twitter.com/realwasmedge,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-04-28,https://wasmedge.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#wasmedgeruntime-logos,,,,,,
OpenTracing,OpenTracing API for Go. 🛑 This library is DEPRECATED! https://github.com/opentracing/specification/issues/163,https://opentracing.io/,archived,https://github.com/opentracing/opentracing-go,open-tracing.svg,https://twitter.com/opentracing,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2016-10-11,https://opentracing.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#opentracing-logos,https://stackoverflow.com/questions/tagged/opentracing,https://medium.com/opentracing,https://groups.google.com/forum/#!forum/opentracing,,https://gitter.im/opentracing/public,
rkt,"[Project ended] rkt is a pod-native container engine for Linux. It is composable, secure, and built on standards.",https://github.com/rkt/rkt,archived,https://github.com/rkt/rkt,rkt.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-08-16,,https://github.com/cncf/artwork/blob/master/examples/archived.md#rkt-logos,https://stackoverflow.com/questions/tagged/rkt,,https://groups.google.com/forum/?hl=en#!forum/rkt-dev,,,https://www.youtube.com/watch?v=XV6502odGd0&list=PLlh6TqkU8kg-5_WY2VVoRxnh-dFtB0ssp
